Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Prof. João Brembatti Calvoso);028.04 - Ext/Etec;285.366.571;3ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec (Intercomplementar);Tarde;6;8;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Castilho;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Armel Miranda);028.06 - Ext/Etec;285.448.478;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Tarde e Noite;23;13;36;0;0;0;0;36;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.562.096;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio - Ciências Biológicas, Agrárias e da Saúde;Manhã;25;14;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.561.619;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;21;18;39;0;0;0;0;36;1;0;2;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.561.932;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;16;22;38;0;0;0;0;32;3;0;2;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.732.920;3º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;13;10;23;4;0;2;17;19;0;0;0;0;0;1;0;0;3;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.733.027;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;7;15;22;0;0;2;20;22;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.733.381;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Tarde;1;5;6;0;0;1;5;5;0;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.733.456;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;8;32;40;5;0;7;28;31;2;0;5;0;0;2;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.733.498;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;2;37;39;2;0;4;33;31;0;0;3;0;0;1;0;0;4;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.734.249;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;33;7;40;0;0;1;39;36;0;0;3;0;0;1;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.734.272;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;28;5;33;0;0;1;32;31;0;0;0;0;0;1;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.734.330;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;27;4;31;0;0;0;31;29;0;0;1;0;0;0;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.734.389;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;32;2;34;3;0;2;29;29;0;0;0;0;0;5;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.734.439;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;5;25;30;2;0;4;24;22;3;0;0;0;0;4;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.734.520;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;3;26;29;2;0;6;21;25;0;0;1;0;0;2;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;286.734.603;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;14;14;28;0;0;2;26;25;0;0;1;0;0;0;0;0;2;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.565.875;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;24;16;40;0;0;0;0;39;1;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.566.832;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;5;34;39;0;0;0;0;36;3;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.566.683;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;12;28;40;0;0;0;0;27;10;0;1;0;0;0;2;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.567.004;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;18;22;40;0;0;0;0;39;0;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.566.162;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Mecatrônica - MTec;Manhã;15;23;38;0;0;0;0;32;2;0;2;0;0;0;2;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Arno Hausser);065.03 - Ext/Etec;286.115.555;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec (Intercomplementar);Tarde e Noite;6;7;13;0;0;0;0;12;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;286.734.686;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;16;6;22;0;0;2;20;21;0;0;0;0;0;0;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;286.734.785;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;26;1;27;0;0;3;24;22;0;0;0;0;0;1;0;0;4;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;286.734.827;1º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;26;7;33;0;0;7;26;18;1;0;6;0;0;8;0;0;0;
Araçatuba;Andradina;Itapura;Bauru/Araçatuba;Etec de Ilha Solteira (Núcleo de Serviços Municipais - Itapura);065.3 - Cd_Cps;286.735.329;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;6;29;0;0;7;22;20;1;0;0;0;0;8;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;286.731.989;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;9;2;11;2;0;2;7;10;0;0;0;0;0;1;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;286.732.003;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;10;11;21;5;0;6;10;12;0;0;0;0;0;8;0;0;1;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;286.731.666;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;16;15;31;0;0;4;27;24;0;0;0;1;0;5;0;0;1;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;286.732.037;3º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;7;2;9;4;0;0;5;9;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.449.013;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Tarde;11;25;36;0;0;0;0;34;0;0;0;0;0;0;2;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.448.791;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec (Intercomplementar);Tarde;11;16;27;0;0;0;0;25;0;0;0;0;0;0;2;0;0;
Araçatuba;Andradina;Nova Independência;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Professora Zilda Prado Paulovich - Nova Independência);028.08 - Ext/Etec;285.448.650;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Tarde;7;21;28;0;0;0;0;27;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Nova Independência;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EMEF Gildo Pereira - Nova Independência);028.4 - Cd_Cps;286.732.847;2º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;10;20;30;4;0;9;17;23;0;0;0;7;0;0;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;286.734.900;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;7;30;0;0;2;28;26;0;0;1;0;0;3;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;286.734.975;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;26;12;38;0;0;4;34;32;0;0;2;0;0;4;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;286.735.147;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;19;8;27;0;0;4;23;21;0;0;1;0;0;2;0;0;3;
Araçatuba;Andradina;Sud Mennucci;Bauru/Araçatuba;Etec de Ilha Solteira (EMEF Victor Padilha - Sud Mennucci);065.2 - Cd_Cps;286.735.253;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;25;9;34;0;0;11;23;15;0;0;1;0;0;18;0;0;0;
Araçatuba;Araçatuba;Alto Alegre;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Expedicionário Diogo Garcia Martins);069.03 - Ext/Etec;286.142.047;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Manhã e Tarde;10;10;20;0;0;0;0;19;0;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.346.466;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio - Ciências Exatas e Engenharias;Manhã;19;21;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.245;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;27;13;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.625;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;17;22;39;0;0;0;0;37;1;0;0;0;0;0;0;0;1;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.716;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;29;11;40;0;0;0;0;38;2;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.468;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;18;22;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;286.737.630;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;31;8;39;2;0;10;27;32;0;0;1;0;0;5;0;0;1;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;286.737.705;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;26;4;30;1;0;5;24;30;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;286.737.689;2º Módulo;Técnico;Produção Industrial;Química;Química (MNP);Noite;19;11;30;3;0;12;15;22;0;0;1;0;0;3;0;0;4;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;286.737.721;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho (MNP);Noite;14;20;34;0;0;2;32;33;0;0;0;0;0;0;0;0;1;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;286.737.663;1º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho (MNP);Noite;16;21;37;0;0;27;10;28;0;0;0;0;0;7;0;0;2;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.456.026;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;28;11;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.488.110;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;21;19;40;0;0;0;0;35;4;0;1;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.737.531;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;7;3;10;0;0;1;9;10;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.737.481;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;14;8;22;0;0;2;20;14;0;0;2;0;0;6;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.737.515;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;6;28;34;0;0;7;27;26;0;0;0;0;0;6;0;0;2;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.737.556;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;3;10;13;2;0;1;10;11;0;0;0;0;0;2;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.737.572;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos (MNP);Noite;19;6;25;1;0;10;14;17;0;0;0;0;0;7;0;0;1;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.128.368;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Manhã;15;6;21;0;0;0;0;18;0;0;1;0;0;0;2;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.128.301;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Manhã;12;14;26;0;0;0;0;21;0;0;4;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.128.343;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Manhã;12;17;29;0;0;0;0;27;0;0;1;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;285.456.265;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;13;27;40;0;0;0;0;37;2;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;285.456.430;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;12;28;40;0;0;0;0;39;1;0;0;0;0;0;1;1;0;
Araçatuba;Araçatuba;Auriflama;Bauru/Araçatuba;Etec de Araçatuba (EMEF Dona Conceição de Oliveira Moreira - Auriflama);165.2 - Cd_Cps;286.737.309;2º Módulo;Técnico;Gestão e Negócios;Gestão;Qualidade;Noite;6;6;12;0;0;0;12;12;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;286.212.535;2ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;16;9;25;0;0;0;0;15;0;0;0;0;0;0;10;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;286.212.501;2ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;8;20;28;0;0;0;0;24;0;0;0;0;0;0;4;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Prof. Victor Sansoni - Avanhandava);069.3 - Cd_Cps;285.766.175;3º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;13;8;21;0;0;1;20;21;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Barbosa;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Gabriel José Martins - Barbosa);069.4 - Cd_Cps;286.766.159;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;13;3;16;2;0;0;14;14;0;0;0;0;0;2;0;0;0;
Araçatuba;Araçatuba;Bilac;Bauru/Araçatuba;Etec Doutor Renato Cordeiro (EE Prof. Enzo Bruno Carramaschi);123.01 - Ext/Etec;286.116.587;3ª Série;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec (Intercomplementar);Integral;9;3;12;0;0;0;0;11;0;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.931;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio - Ciências Biológicas, Agrárias e da Saúde;Manhã;25;15;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.758;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens, Ciência Humanas e Sociais;Tarde;27;13;40;0;0;0;0;37;0;0;0;0;0;0;3;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.436;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;22;17;39;0;0;0;0;40;0;0;0;0;0;0;0;1;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.295;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;25;15;40;0;0;0;0;39;0;0;1;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;286.734.793;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;26;10;36;1;0;4;31;28;0;0;0;1;0;6;0;0;1;
