Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;285.431.904;2ª Série;Integrado;Informação e Comunicação;Informática;Redes de Computadores - MTec;Manhã;12;28;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu (EE Maria Auxiliadora);241.03 - Ext/Etec;285.620.977;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Manhã;19;10;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu (EE Prof.ª Mirna Elisa Bonazzi);241.04 - Ext/Etec;001.124.241;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Tarde e Noite;13;14;27;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu-Guaçu;Grande São Paulo Sul/Baixada Santista;Etec Irmã Agostina (EE Dona Maria André Schunck);238.02 - Ext/Etec;286.136.866;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Integral;17;11;28;0;0;0;0;0;0;0;0;0;0;0;3;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.292.777;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;15;38;1;0;5;32;37;0;0;0;1;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.359.873;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;19;14;33;0;0;17;16;27;0;0;2;0;0;4;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.361.242;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;18;9;27;0;0;17;10;21;0;0;0;3;0;2;0;0;1;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.361.606;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;22;10;32;0;0;10;22;25;0;0;0;3;0;3;0;0;1;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.293.189;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;12;24;36;0;0;20;16;34;0;0;0;1;0;1;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.378.477;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;8;13;21;0;0;3;18;21;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.360.434;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;13;21;34;0;0;13;21;24;0;0;0;0;0;8;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.360.947;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;13;22;35;0;0;16;19;30;0;0;0;0;0;1;1;0;3;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.378.618;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;15;18;33;0;0;2;31;27;0;0;1;0;0;1;1;0;3;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.293.387;1º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;19;17;36;0;0;27;9;35;0;0;0;0;0;0;1;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.387.288;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;23;17;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.387.502;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;28;12;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.388.427;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;29;11;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.388.773;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;30;9;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.389.268;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;27;13;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.387.874;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;25;15;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.388.054;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;25;15;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.387.650;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;26;14;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.388.963;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;31;9;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.389.482;3ª Série;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;30;6;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.390.167;1ª Série;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;21;19;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.390.654;2ª Série;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;14;23;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.390.886;1ª Série;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec;Tarde;10;30;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.389.961;3ª Série;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec;Tarde;10;30;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;285.391.199;2ª Série;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec;Tarde;8;28;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.533.543;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;26;14;40;1;0;4;35;26;0;0;1;0;0;11;1;0;1;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.533.824;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;28;9;37;2;0;7;28;34;0;0;0;0;0;1;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.533.709;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;27;13;40;2;0;3;35;27;0;0;7;0;0;4;1;0;1;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.548.277;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;26;14;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.559.324;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;33;7;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.561.528;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;26;8;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.560.454;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;25;15;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.547.899;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;20;20;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.559.530;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;24;16;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.579.967;2ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;13;27;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.591.236;1ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;17;23;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.591.640;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;17;21;38;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.576.146;1ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;16;24;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.591.046;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;19;21;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.591.442;2ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;17;23;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.564.498;2ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;33;7;40;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.568.283;2ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Tarde;16;20;36;0;0;0;0;0;0;0;0;0;0;0;3;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.561.841;1ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;22;18;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.565.941;3ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;23;16;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.571.014;3ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Tarde;22;10;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;285.593.091;1ª Série;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;28;12;40;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.565.446;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio - Linguagens, Ciências Humanas e Sociais;Manhã;32;8;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.564.969;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens, Ciência Humanas e Sociais;Manhã;23;17;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.565.123;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens, Ciência Humanas e Sociais;Manhã;24;13;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.809;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;28;12;40;0;0;35;5;39;0;0;0;0;0;1;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.310;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;27;4;31;0;0;10;21;29;0;0;0;0;0;0;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.799;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;18;7;25;0;0;12;13;22;0;0;0;0;0;1;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.874;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;27;11;38;0;0;8;30;31;0;0;0;0;0;7;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.716;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;22;13;35;0;0;30;5;35;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.245;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;26;12;38;0;0;37;1;30;0;0;2;0;0;4;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.999;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;10;31;41;0;0;21;20;38;0;0;3;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.435;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;9;30;39;0;0;13;26;27;0;0;6;0;0;0;0;0;6;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.638.755;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;5;19;24;0;0;13;11;22;0;0;0;0;0;0;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.924;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;12;27;39;0;0;31;8;37;0;0;1;0;0;1;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.377;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;9;27;36;0;0;30;6;31;0;0;2;0;0;0;0;0;3;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.922;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;8;27;35;0;0;31;4;35;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.518;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;21;16;37;0;0;11;26;24;0;0;1;0;0;10;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.637.062;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;15;20;35;0;0;15;20;33;0;0;1;0;0;0;0;0;1;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.638.896;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;7;13;20;0;0;8;12;17;0;0;0;0;0;0;0;0;3;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.595.179;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;19;21;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.595.666;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;29;11;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.595.427;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;26;14;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.635.926;2ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;7;34;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.064;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;19;23;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.635.793;1ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;14;26;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.270;1ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Tarde;27;13;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.494;2ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Tarde;24;16;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.627;3ª Série;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Tarde;19;20;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.625.645;3ª Série;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;32;9;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.630.398;1ª Série;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;30;11;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.630.521;2ª Série;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;28;12;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;285.636.395;1ª Série;Integrado;Ambiente e Saúde;Meio Ambiente;Meio Ambiente - MTec;Tarde;26;14;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guararema;Vale do Paraíba/Litoral Norte;Etec de Santa Isabel (Escola Municipal de Educação Profissional Prefeito Sebastião Alvino de Souza - Guararema);219.2 - Cd_Cps;285.576.898;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;19;10;29;0;0;16;13;27;0;0;0;0;0;0;0;0;2;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;285.649.976;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;26;13;39;0;0;16;23;36;0;0;0;0;0;3;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;285.650.081;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;27;12;39;2;0;19;18;35;0;0;0;4;0;0;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;285.650.180;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;20;14;34;1;0;8;25;31;0;0;0;2;0;1;0;0;0;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;285.649.992;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;10;29;39;0;0;24;15;36;0;0;0;2;0;1;0;0;0;
