Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.570.032;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;18;17;35;0;0;5;30;27;0;0;1;0;0;4;0;0;3;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.565.875;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;24;16;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.566.832;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;6;34;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.566.683;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;12;28;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.567.004;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;18;22;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;285.566.162;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Mecatrônica - MTec;Manhã;16;24;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Arno Hausser);065.03 - Ext/Etec;286.115.555;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec (Intercomplementar);Tarde e Noite;9;8;17;0;0;0;0;0;0;0;0;0;0;0;4;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;285.572.525;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;9;30;1;0;3;26;22;0;0;1;0;0;0;0;0;7;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;285.572.871;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;33;3;36;0;0;4;32;25;0;0;2;0;0;9;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;285.572.954;3º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;11;3;14;0;0;3;11;13;0;0;0;0;0;0;0;0;1;
Araçatuba;Andradina;Itapura;Bauru/Araçatuba;Etec de Ilha Solteira (Núcleo de Serviços Municipais - Itapura);065.3 - Cd_Cps;285.573.440;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;14;5;19;0;0;2;17;18;0;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.336.343;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;10;2;12;2;0;2;8;11;0;0;0;0;0;1;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.336.467;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;8;11;19;4;0;4;11;17;0;0;0;0;0;2;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.336.970;3º Módulo;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;10;6;16;0;0;5;11;10;0;0;0;0;0;6;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.336.665;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;10;5;15;4;0;0;11;9;0;0;0;0;0;6;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.337.085;3º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Públicos;Noite;7;4;11;0;0;1;10;10;0;0;0;0;0;1;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.449.013;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Tarde;11;25;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;285.448.791;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec (Intercomplementar);Tarde;11;16;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Nova Independência;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Professora Zilda Prado Paulovich - Nova Independência);028.08 - Ext/Etec;285.448.650;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Tarde;7;21;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Nova Independência;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EMEF Gildo Pereira - Nova Independência);028.4 - Cd_Cps;285.337.630;1º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;16;24;40;4;0;8;28;26;0;0;0;1;0;5;0;0;8;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;285.573.069;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;29;10;39;0;0;2;37;29;0;0;1;0;0;9;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;285.573.267;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;20;3;23;0;0;2;21;21;0;0;0;0;0;0;0;0;2;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;285.573.341;1º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;29;8;37;0;0;6;31;26;0;0;2;0;0;9;0;0;0;
Araçatuba;Araçatuba;Alto Alegre;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Expedicionário Diogo Garcia Martins);069.03 - Ext/Etec;005.124.069;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Manhã e Tarde;10;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.346.466;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio - Ciências Exatas e Engenharias;Manhã;19;21;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.245;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;27;13;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.625;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;18;22;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.716;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;29;11;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.345.468;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;18;22;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.454.526;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Tarde;18;3;21;3;0;7;11;19;0;0;0;0;0;0;0;0;2;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.454.435;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;34;5;39;1;0;7;31;30;0;0;0;0;0;7;0;0;2;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.454.492;3º Módulo;Técnico;Produção Industrial;Química;Química;Noite;20;12;32;1;0;8;23;27;0;0;3;0;0;1;0;0;1;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.454.385;1º Módulo;Técnico;Produção Industrial;Química;Química (MNP);Noite;27;13;40;4;0;18;18;28;2;0;1;0;0;9;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.454.450;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho (MNP);Noite;19;21;40;1;0;3;36;34;0;0;1;0;0;3;0;0;2;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.456.026;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;29;11;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;285.488.110;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;21;19;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;285.454.815;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;14;7;21;0;0;6;15;9;0;0;0;0;0;9;0;0;3;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;285.454.849;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;9;20;29;2;0;2;25;12;0;0;0;0;0;17;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;285.454.682;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos (MNP);Noite;24;10;34;1;0;12;21;23;0;0;0;0;0;10;0;0;1;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;285.454.898;3º Módulo;Técnico;Informação e Comunicação;Informática;Redes de Computadores;Noite;2;15;17;2;0;4;11;15;0;0;0;0;0;2;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.128.368;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Manhã;19;6;25;0;0;0;0;0;0;0;0;0;0;0;4;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.128.343;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Manhã;16;19;35;0;0;0;0;0;0;0;0;0;0;0;6;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;286.128.301;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Manhã;13;17;30;0;0;0;0;0;0;0;0;0;0;0;4;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;285.456.430;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;12;28;40;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;285.456.265;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;13;27;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Auriflama;Bauru/Araçatuba;Etec de Araçatuba (EMEF Dona Conceição de Oliveira Moreira - Auriflama);165.2 - Cd_Cps;285.454.567;1º Módulo;Técnico;Gestão e Negócios;Gestão;Qualidade;Noite;12;10;22;0;0;1;21;12;0;0;0;0;0;10;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;008.124.069;2ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;16;9;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;007.124.069;2ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;8;20;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Prof. Victor Sansoni - Avanhandava);069.3 - Cd_Cps;285.611.851;2º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;16;11;27;0;0;4;23;25;0;0;1;0;0;0;0;0;1;
Araçatuba;Araçatuba;Barbosa;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Gabriel José Martins - Barbosa);069.4 - Cd_Cps;285.611.059;3º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;5;8;13;11;0;0;2;13;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Bilac;Bauru/Araçatuba;Etec Doutor Renato Cordeiro (EE Prof. Enzo Bruno Carramaschi);123.01 - Ext/Etec;004.124.123;3ª Série;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec (Intercomplementar);Integral;9;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.931;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio - Ciências Biológicas, Agrárias e da Saúde;Manhã;25;15;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.758;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens, Ciência Humanas e Sociais;Tarde;27;13;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.436;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;23;17;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.552.295;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;25;15;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.475.430;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;28;9;37;1;0;4;32;33;0;0;0;4;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;285.476.545;2º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;22;7;29;0;0;3;26;22;0;0;0;1;0;2;0;0;4;
