Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.506.835;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;29;10;39;0;0;11;28;26;0;0;2;0;0;9;0;0;2;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.506.884;2º Módulo;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;4;16;20;0;0;17;3;15;0;0;0;0;0;3;0;0;2;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.506.876;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;15;6;21;0;0;6;15;14;0;0;0;0;0;6;0;0;1;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.506.868;1º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;20;6;26;0;0;8;18;14;0;0;0;0;0;11;0;0;1;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EM Fundação Educacional de Andradina - Andradina);028.5 - Cd_Cps;296.676.319;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;21;19;40;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.411.036;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;21;19;40;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.410.780;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;25;15;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.411.283;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;16;18;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.645.443;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;12;24;36;2;0;8;26;30;0;0;1;0;0;5;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.645.690;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;2;31;33;0;0;1;32;32;0;0;0;0;0;1;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.645.542;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;8;32;40;5;0;7;28;33;0;0;2;0;0;2;0;0;3;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.647.936;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;28;6;34;0;0;1;33;19;0;0;10;0;0;0;0;0;5;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.645.914;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;39;1;40;0;0;1;39;26;0;0;9;0;0;5;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.648.066;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;26;4;30;0;0;1;29;27;0;0;1;0;0;0;0;0;2;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.648.140;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;28;1;29;3;0;2;24;27;0;0;0;0;0;1;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.648.181;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;2;38;40;3;0;7;30;25;3;0;2;0;0;10;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.648.231;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;4;24;28;1;0;5;22;22;0;0;1;0;0;3;0;0;2;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.648.280;1º Módulo;Técnico;Ambiente e Saúde;Meio Ambiente;Meio Ambiente;Noite;20;9;29;3;0;5;21;13;1;0;3;0;0;12;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.648.355;1º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;30;10;40;2;0;7;31;33;2;0;2;0;0;3;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.442.221;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;24;16;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.644.800;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;12;27;39;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.644.990;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;10;29;39;0;0;0;0;0;0;0;0;0;0;0;3;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.645.104;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;5;33;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.443.781;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrotécnica - MTec;Manhã;10;30;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.644.503;2ª Série;Integrado;Controle e Processos Industriais;Indústria;Mecatrônica - MTec;Manhã;15;25;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;296.648.462;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;33;6;39;1;0;7;31;23;0;0;1;0;0;15;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;296.648.702;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;22;0;22;0;0;1;21;22;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;296.648.793;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;16;5;21;0;0;4;17;12;0;0;3;0;0;5;0;0;1;
Araçatuba;Andradina;Itapura;Bauru/Araçatuba;Etec de Ilha Solteira (Núcleo de Serviços Municipais - Itapura);065.3 - Cd_Cps;296.649.189;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;17;5;22;0;0;7;15;16;0;0;1;0;0;0;0;0;5;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.506.959;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;8;2;10;1;0;2;7;2;0;0;0;0;0;6;0;0;2;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.506.926;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;13;18;31;3;0;14;14;17;0;0;1;0;0;13;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.506.967;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;4;8;12;3;0;2;7;5;0;0;0;0;0;6;0;0;1;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.506.918;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;16;7;23;0;0;11;12;7;0;0;0;0;0;15;0;0;1;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.506.934;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;15;9;24;0;0;4;20;10;0;0;0;0;0;13;0;0;1;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.507.353;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Tarde;10;24;34;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Araçatuba;Andradina;Nova Independência;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EMEF Gildo Pereira - Nova Independência);028.4 - Cd_Cps;296.507.023;3º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;7;16;23;2;0;2;19;22;0;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;296.648.850;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;5;26;0;0;2;24;24;0;0;0;0;0;1;0;0;1;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;296.648.934;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;26;14;40;0;0;4;36;21;2;0;6;0;0;7;0;0;4;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;296.649.015;3º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;14;6;20;0;0;1;19;18;0;0;1;0;0;1;0;0;0;
Araçatuba;Andradina;Sud Mennucci;Bauru/Araçatuba;Etec de Ilha Solteira (EMEF Victor Padilha - Sud Mennucci);065.2 - Cd_Cps;296.649.064;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;14;4;18;0;0;6;12;16;0;0;0;0;0;0;0;0;2;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.611.338;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;26;14;40;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.608.490;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;21;19;40;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.611.460;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;18;22;40;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.612.153;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;29;11;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.612.005;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;18;22;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.611.866;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;17;23;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.404.478;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;26;7;33;1;0;8;24;28;0;0;0;0;0;5;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.404.213;3º Módulo;Técnico;Produção Industrial;Química;Química (MNP);Noite;13;9;22;2;0;7;13;21;0;0;0;0;0;1;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.403.926;1º Módulo;Técnico;Produção Industrial;Química;Química (MNP);Noite;25;16;41;8;0;14;19;35;0;0;0;0;0;6;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.404.569;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho (MNP);Noite;10;20;30;0;0;8;22;26;0;0;0;0;0;4;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.644.297;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;21;19;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.644.164;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;20;20;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.409.055;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;12;3;15;0;0;1;14;12;0;0;0;0;0;3;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.408.404;1º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;17;6;23;0;0;4;19;13;0;0;0;0;0;10;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.408.867;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;3;19;22;0;0;6;16;18;0;0;0;0;0;3;0;0;1;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.408.602;1º Módulo;Técnico;Informação e Comunicação;Informática;Manutenção e Suporte em Informática (MNP);Noite;6;31;37;4;0;22;11;19;0;0;0;0;0;18;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.412.034;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos (MNP);Noite;12;5;17;0;0;6;11;15;0;0;0;0;0;2;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;296.609.944;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;14;26;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;296.610.918;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;11;29;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;296.444.979;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;9;31;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Auriflama;Bauru/Araçatuba;Etec de Araçatuba (EMEF Dona Conceição de Oliveira Moreira - Auriflama);165.2 - Cd_Cps;296.413.644;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;17;9;26;0;0;4;22;17;1;0;0;0;0;8;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;296.666.923;3ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;5;12;17;0;0;0;0;0;0;0;0;0;0;0;3;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;296.666.926;3ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;9;2;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Prof. Victor Sansoni - Avanhandava);069.3 - Cd_Cps;296.665.095;1º Módulo;Técnico;Informação e Comunicação;Informática;Informática;Noite;19;12;31;0;0;12;19;10;0;0;6;0;0;15;0;0;0;
Araçatuba;Araçatuba;Barbosa;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Gabriel José Martins - Barbosa);069.4 - Cd_Cps;296.665.062;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;14;3;17;0;1;0;16;14;0;0;0;0;0;3;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.499.486;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;23;17;40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.500.812;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias;Tarde;26;10;36;0;0;0;0;0;0;0;0;0;0;0;3;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.500.176;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;23;15;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.499.866;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;24;15;39;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.493.489;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;30;7;37;0;0;1;36;24;0;0;1;0;0;12;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.495.138;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;21;7;28;0;0;2;26;21;0;0;2;0;0;5;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.494.024;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;13;26;39;11;0;1;27;30;1;0;0;0;0;8;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.495.492;3º Módulo;Técnico;Produção Cultural e Design;Design;Design Gráfico;Noite;16;17;33;3;0;1;29;27;0;0;0;0;0;6;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.493.281;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;27;11;38;0;0;4;34;33;0;0;0;0;0;4;0;0;1;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.494.404;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;26;8;34;0;0;0;34;29;1;0;0;0;0;2;0;0;2;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.494.990;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;33;7;40;0;0;1;39;36;0;0;0;0;0;2;0;0;2;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.495.880;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;31;7;38;0;0;0;38;32;0;0;1;0;0;4;0;0;1;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.494.743;2º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;20;11;31;2;0;2;27;20;0;0;1;0;0;10;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.561.244;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;21;19;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.563.588;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;23;16;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.545.247;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;24;16;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
