Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Itapeva;Itapeva;Itapeva;Itapeva/Registro;Etec Doutor Demétrio Azevedo Júnior;050;296.668.119;3ª Série;Integrado;Produção Industrial;Química;Química - MTec;Manhã;18;17;35;0;0;0;0;34;0;0;1;0;0;0;0;0;0;
Itapeva;Itapeva;Itapeva;Itapeva/Registro;Etec Doutor Demétrio Azevedo Júnior;050;296.668.139;1ª Série;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec-N;Noite;32;5;37;0;0;0;0;34;2;0;0;0;0;0;1;0;0;
Itapeva;Itapeva;Itapeva;Itapeva/Registro;Etec Doutor Demétrio Azevedo Júnior;050;296.668.149;2ª Série;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec-N;Noite;26;9;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Itapeva;Itapeva/Registro;Etec Doutor Demétrio Azevedo Júnior;050;296.668.179;3ª Série;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec-N;Noite;21;17;38;0;0;0;0;36;0;0;0;0;0;0;2;0;0;
Itapeva;Itapeva;Itapeva;Itapeva/Registro;Etec Doutor Demétrio Azevedo Júnior;050;296.668.212;3ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec;Manhã;31;5;36;0;0;0;0;36;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Itapeva;Itapeva/Registro;Etec Doutor Demétrio Azevedo Júnior;050;296.668.196;1ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec;Manhã;25;12;37;0;0;0;0;37;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Itapeva;Itapeva/Registro;Etec Doutor Demétrio Azevedo Júnior;050;296.668.204;2ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec;Manhã;29;12;41;0;0;0;0;39;0;0;0;0;0;0;2;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.745.921;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;8;2;10;0;0;1;9;15;0;0;0;2;0;0;0;7;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.745.923;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;11;6;17;0;0;1;16;16;0;0;0;0;0;1;0;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.412.943;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;11;26;37;0;0;0;0;32;4;0;0;1;0;0;0;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.412.257;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;13;25;38;0;0;0;0;30;6;0;0;2;0;0;0;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.405.764;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;16;21;37;0;0;0;0;36;0;0;0;0;0;0;1;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.405.947;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;19;15;34;0;0;0;0;34;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.406.028;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;23;17;40;0;0;0;0;39;0;0;0;0;0;0;1;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.413.420;1ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec-N;Noite;27;12;39;0;0;0;0;34;1;0;0;2;0;0;2;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.406.200;1ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec-PI;Manhã e Tarde;29;10;39;0;0;0;0;38;0;0;0;0;0;0;1;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.406.614;3ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec-PI;Manhã e Tarde;21;11;32;0;0;0;0;32;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Itararé;Itapeva/Registro;Etec de Itararé;243;296.406.440;2ª Série;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec-PI;Manhã e Tarde;31;9;40;0;0;0;0;39;0;0;0;1;0;0;0;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.748.292;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;11;29;40;1;0;9;30;27;2;0;2;0;0;9;0;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.748.454;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;2;20;22;1;0;5;16;20;0;0;1;0;0;1;0;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.748.464;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;6;25;31;1;0;5;25;26;0;0;0;0;0;5;0;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.748.470;3º Módulo;Técnico;Informação e Comunicação;Informática;Manutenção e Suporte em Informática;Noite;5;14;19;8;0;0;11;17;0;0;0;0;0;2;0;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.404.759;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;33;7;40;0;0;0;0;32;4;0;4;0;0;0;0;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.404.932;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;23;8;31;0;0;0;0;23;4;0;2;0;0;0;2;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.405.095;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;26;9;35;0;0;0;0;30;0;0;0;0;0;0;5;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.404.387;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;13;26;39;0;0;0;0;30;8;0;1;0;0;0;0;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.405.004;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;13;21;34;0;0;0;0;29;0;0;0;0;0;0;5;0;0;
Itapeva;Itapeva;Piraju;Itapeva/Registro;Etec Waldyr Duron Junior;162;296.404.833;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;8;29;37;0;0;0;0;29;4;0;2;0;0;0;2;0;0;
Itapeva;Itapeva;Riversul;Itapeva/Registro;Etec de Itararé (EE Prof. Lazáro Soares);243.06 - Ext/Etec;296.429.285;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec (Intercomplementar);Tarde e Noite;10;14;24;0;0;0;0;24;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.747.345;2º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;10;14;24;0;0;7;17;21;0;0;0;0;0;2;0;0;1;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.747.352;1º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;23;17;40;11;0;0;29;28;0;0;0;0;0;12;0;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.472.889;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;25;10;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.483.613;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;14;19;33;0;0;0;0;33;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.478.332;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;17;18;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.482.334;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;7;28;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.477.003;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;8;27;35;0;0;0;0;35;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.483.795;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;13;21;34;0;0;0;0;32;0;0;0;0;0;0;2;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.477.292;1ª Série;Integrado;Gestão e Negócios;Gestão;Marketing - MTec-PI;Manhã e Tarde;21;14;35;0;0;0;0;34;0;0;0;0;0;0;1;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.483.928;3ª Série;Integrado;Gestão e Negócios;Gestão;Marketing - MTec-PI;Manhã e Tarde;25;8;33;0;0;0;0;32;0;0;0;0;0;0;1;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.482.862;2ª Série;Integrado;Gestão e Negócios;Gestão;Marketing - MTec-PI;Manhã e Tarde;25;10;35;0;0;0;0;32;0;0;0;0;0;0;3;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos;140;296.477.565;1ª Série;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec-N;Noite;21;14;35;0;0;0;0;33;0;0;0;0;0;0;2;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos (EE José Penna);140.01 - Ext/Etec;296.664.172;3ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Integral;11;10;21;0;0;0;0;18;0;0;0;0;0;0;3;0;0;
Itapeva;Itapeva;Taquarituba;Itapeva/Registro;Etec Professora Terezinha Monteiro dos Santos (EE José Penna);140.01 - Ext/Etec;296.539.273;2ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Integral;19;13;32;0;0;0;0;26;0;0;0;0;0;0;6;0;0;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.750.229;2º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;15;20;35;11;0;2;22;24;0;0;0;0;0;4;0;0;7;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.750.230;2º Módulo;Técnico;Recursos Naturais;Agropecuária;Florestas;Noite;10;17;27;19;0;0;8;15;0;0;0;1;0;1;0;0;10;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.664.158;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agronegócio - MTec-PI;Manhã e Tarde;15;24;39;0;0;0;0;38;1;0;0;0;0;0;4;4;0;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.664.178;2ª Série;Integrado;Recursos Naturais;Agropecuária;Agronegócio - MTec-PI;Manhã e Tarde;16;18;34;0;0;0;0;30;3;0;0;0;0;0;1;0;0;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.664.435;3ª Série;Integrado;Recursos Naturais;Agropecuária;Agronegócio - MTec-PI;Manhã e Tarde;13;19;32;0;0;0;0;32;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.664.411;3ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;13;18;31;0;0;0;0;31;0;0;0;0;0;0;0;0;0;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.664.174;2ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;21;15;36;0;0;0;0;31;1;0;0;0;0;0;4;0;0;
Itapeva;Itapeva;Taquarivaí;Itapeva/Registro;Etec Doutor Dário Pacheco Pedroso;049;296.602.741;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;21;16;37;0;0;0;0;36;1;0;0;0;0;0;1;1;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.609.696;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;25;15;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.609.878;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;22;9;31;0;0;0;0;31;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.610.140;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;20;19;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.183;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;30;9;39;2;0;9;28;29;4;0;0;0;0;6;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.170;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;17;8;25;1;0;6;18;25;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.214;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;25;9;34;1;0;9;24;30;0;0;1;0;0;0;0;0;3;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.215;2º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;27;5;32;1;0;4;27;30;0;0;0;0;0;0;0;0;2;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.218;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;5;30;35;5;0;9;21;31;1;0;1;0;0;0;0;0;2;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.219;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;25;4;29;0;0;1;28;25;0;0;1;0;0;1;0;0;2;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.188;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;33;7;40;0;0;1;39;30;3;0;1;0;0;6;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.172;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;25;6;31;0;0;0;31;29;0;0;1;0;0;0;0;0;1;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.190;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;25;5;30;4;0;10;16;19;1;0;1;0;0;9;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.177;3º Módulo;Técnico;Gestão e Negócios;Comércio;Marketing;Noite;10;14;24;1;0;2;21;23;0;0;0;0;0;0;0;0;1;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.191;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;0;40;40;0;0;4;36;31;0;0;0;0;0;9;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.179;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;2;21;23;0;0;3;20;21;0;0;0;0;0;2;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.220;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;32;33;0;0;6;27;33;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.193;1º Módulo;Técnico;Produção Industrial;Química;Química;Noite;14;9;23;1;0;8;14;14;0;0;0;0;0;9;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.221;2º Módulo;Técnico;Produção Industrial;Química;Química;Noite;15;8;23;4;0;9;10;20;0;0;1;0;0;0;0;0;2;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.181;3º Módulo;Técnico;Produção Industrial;Química;Química;Noite;11;7;18;4;0;1;13;18;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.747.194;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;27;10;37;1;0;7;29;25;1;0;0;0;0;11;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.612.237;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;18;21;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.613.680;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;20;18;38;0;0;0;0;38;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.613.318;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;21;16;37;0;0;0;0;33;1;0;0;0;0;1;2;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.613.508;2ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;7;29;36;0;0;0;0;36;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.616.667;3ª Série;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;12;27;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.612.922;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Mecânica - MTec;Manhã;7;31;38;0;0;0;0;35;1;0;1;0;0;0;1;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.613.169;2ª Série;Integrado;Controle e Processos Industriais;Indústria;Mecânica - MTec-PI ;Manhã e Tarde;10;29;39;0;0;0;0;38;1;0;0;0;0;0;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.612.393;1ª Série;Integrado;Produção Industrial;Química;Química - MTec;Manhã;25;10;35;0;0;0;0;34;0;0;0;0;0;0;1;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;296.617.061;3ª Série;Integrado;Produção Industrial;Química;Química - MTec;Manhã;24;9;33;0;0;0;0;32;0;0;0;0;0;1;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D'Arcádia Neto;095;809.500.288;1º Módulo;Especialização;Ambiente e Saúde;Saúde;Urgência e Emergência - APH (Atendimento Pré-Hospitalar) - Especialização;Noite;25;5;30;0;0;0;30;25;0;0;1;0;0;4;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D´Arcádia Neto (FUNAP - Fundação Dr. Manoel Pedro Pimentel - Assis);095.6 - Cd_Cps;296.747.195;1º Módulo;Técnico;Gestão e Negócios;Comércio;Comércio;Manhã;0;18;18;0;0;0;18;5;0;0;0;0;0;13;0;0;0;
Marília;Assis;Assis;Marília/Presidente Prudente;Etec Pedro D´Arcádia Neto (FUNAP - Fundação Dr. Manoel Pedro Pimentel - Assis);095.6 - Cd_Cps;296.747.196;1º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Tarde;0;18;18;0;0;0;18;7;0;0;0;0;0;11;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.537.160;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;12;28;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.537.459;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;24;16;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.537.566;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;16;24;40;0;0;0;0;37;0;0;0;0;0;0;3;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.748.889;1º Módulo;Técnico;Produção Industrial;Química;Açúcar e Álcool;Noite;12;15;27;5;0;12;10;19;0;0;2;0;0;6;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.748.891;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;14;10;24;5;0;9;10;11;0;0;0;0;0;10;0;0;3;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.748.914;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;17;13;30;6;0;13;11;26;0;0;0;0;0;0;0;0;4;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.748.917;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;9;3;12;0;0;6;6;11;0;0;0;0;0;0;0;0;1;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.748.915;2º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;19;11;30;5;0;10;15;21;0;1;0;0;0;8;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.748.918;3º Módulo;Técnico;Produção Alimentícia;Química;Alimentos;Noite;6;4;10;0;0;5;5;9;0;0;0;0;0;0;0;0;1;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.748.916;2º Módulo;Técnico;Informação e Comunicação;Informática;Informática;Noite;6;20;26;6;0;10;10;24;0;0;0;0;0;2;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.568.082;1ª Série;Integrado;Produção Industrial;Indústria;Açúcar e Álcool - MTec-N;Noite;24;14;38;0;0;0;0;32;0;0;2;0;0;0;4;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.570.013;2ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;17;16;33;0;0;0;0;27;1;0;0;0;0;0;5;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.568.025;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;25;16;41;0;0;0;0;39;0;0;1;0;0;0;2;1;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.568.041;1ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;26;15;41;0;0;0;0;37;2;0;2;0;0;0;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.568.116;2ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;25;14;39;0;0;0;0;33;2;0;4;0;0;0;0;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.571.078;3ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;19;12;31;0;0;0;0;27;0;0;1;0;0;0;3;0;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.570.898;3ª Série;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;15;15;30;0;0;0;0;28;0;0;0;0;0;0;3;1;0;
Marília;Assis;Cândido Mota;Marília/Presidente Prudente;Etec Professor Luiz Pires Barbosa;081;296.570.435;3ª Série;Integrado;Produção Alimentícia;Química;Alimentos - MTec ;Manhã;21;16;37;0;0;0;0;34;0;0;2;0;0;0;1;0;0;
