Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.746.932;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;11;6;17;0;0;6;11;14;0;0;0;0;0;2;0;0;1;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.746.926;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;8;23;31;0;0;16;15;21;0;0;0;0;0;10;0;0;0;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.746.984;3º Módulo;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;2;13;15;0;0;14;1;14;0;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.746.973;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;12;2;14;0;0;6;8;12;0;0;0;0;0;2;0;0;0;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Doutor Alvaro Guião);028.05 - Ext/Etec;296.746.937;2º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;11;2;13;0;0;3;10;11;0;0;0;0;0;2;0;0;0;
Araçatuba;Andradina;Andradina;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EM Fundação Educacional de Andradina - Andradina);028.5 - Cd_Cps;296.676.319;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;23;17;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.411.283;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;16;18;34;0;0;0;0;33;0;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.410.780;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;24;15;39;0;0;0;0;33;2;0;3;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.411.036;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;21;17;38;0;0;0;0;28;6;0;2;0;0;0;2;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.880;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;10;20;30;1;0;6;23;22;0;0;1;0;0;3;0;0;4;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.891;3º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;6;27;33;5;0;5;23;33;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.888;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;8;32;40;2;0;9;29;30;1;0;1;0;0;8;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.899;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;19;2;21;0;0;1;20;19;0;0;1;0;0;0;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.901;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;24;5;29;0;0;1;28;27;0;0;2;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.897;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;33;0;33;0;0;1;32;25;0;0;2;0;0;0;0;0;6;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;001.225.065;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;32;5;37;1;0;9;27;30;0;0;0;0;0;7;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.918;2º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;27;28;3;0;5;20;18;4;0;0;0;0;5;0;0;1;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.915;1º Módulo;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;1;35;36;0;0;12;24;12;4;0;8;0;0;12;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.924;2º Módulo;Técnico;Ambiente e Saúde;Meio Ambiente;Meio Ambiente;Noite;11;7;18;1;0;0;17;12;2;0;2;0;0;2;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.746.929;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;29;11;40;2;0;7;31;34;1;0;3;0;0;0;0;0;2;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.442.221;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;23;16;39;0;0;0;0;40;0;0;0;0;0;0;0;1;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.644.800;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;10;27;37;0;0;0;0;29;7;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.644.990;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;9;27;36;0;0;0;0;30;4;0;1;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.645.104;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;5;33;38;0;0;0;0;36;0;0;2;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.443.781;1ª Série;Integrado;Controle e Processos Industriais;Indústria;Eletrotécnica - MTec;Manhã;10;30;40;0;0;0;0;30;8;0;1;0;0;0;1;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira;065;296.644.503;2ª Série;Integrado;Controle e Processos Industriais;Indústria;Mecatrônica - MTec;Manhã;14;25;39;0;0;0;0;37;1;0;1;0;0;0;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;296.746.939;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;22;6;28;0;0;6;22;25;0;0;0;0;0;0;0;0;3;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;296.746.941;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;23;6;29;0;0;2;27;20;0;0;4;0;0;5;0;0;0;
Araçatuba;Andradina;Ilha Solteira;Bauru/Araçatuba;Etec de Ilha Solteira (EE Urubupungá);065.02 - Ext/Etec;296.746.947;3º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;10;2;12;0;0;4;8;12;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Itapura;Bauru/Araçatuba;Etec de Ilha Solteira (Núcleo de Serviços Municipais - Itapura);065.3 - Cd_Cps;296.746.971;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;13;3;16;0;0;5;11;15;0;0;0;0;0;0;0;0;1;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.746.990;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;10;5;15;5;0;1;9;4;0;0;0;0;0;11;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.746.999;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;5;13;18;4;0;3;11;7;0;0;1;0;0;10;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.746.994;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;6;1;7;0;0;3;4;4;0;0;0;0;0;3;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.747.004;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;8;2;10;0;0;2;8;7;0;0;0;0;0;3;0;0;0;
Araçatuba;Andradina;Mirandópolis;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Dona Noemia Dias Perotti);028.02 - Ext/Etec;296.507.353;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec (Intercomplementar);Tarde;9;23;32;0;0;0;0;31;0;0;0;0;0;0;1;0;0;
Araçatuba;Andradina;Nova Independência;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EMEF Gildo Pereira - Nova Independência);028.4 - Cd_Cps;296.747.022;1º Módulo;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;12;12;24;0;0;14;10;15;0;0;1;0;0;8;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;296.746.951;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;13;36;1;0;2;33;21;0;0;1;0;0;14;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;296.746.954;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;16;7;23;0;0;3;20;23;0;0;0;0;0;0;0;0;0;
Araçatuba;Andradina;Pereira Barreto;Bauru/Araçatuba;Etec de Ilha Solteira (EE Cel. Francisco Schmidt);065.01 - Ext/Etec;296.746.960;1º Módulo;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;29;7;36;2;0;7;27;28;1;0;6;0;0;1;0;0;0;
Araçatuba;Andradina;Sud Mennucci;Bauru/Araçatuba;Etec de Ilha Solteira (EMEF Victor Padilha - Sud Mennucci);065.2 - Cd_Cps;296.746.963;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;12;4;16;0;0;6;10;14;0;0;0;0;0;0;0;0;2;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.611.338;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;26;14;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.608.490;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;21;19;40;0;0;0;0;37;0;0;1;0;0;0;2;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.611.460;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;18;22;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.612.153;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;28;12;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.612.005;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;18;22;40;0;0;0;0;38;2;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.611.866;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;17;23;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.749.302;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;31;9;40;5;0;14;21;33;0;0;0;0;0;7;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.749.389;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;22;6;28;2;0;5;21;27;0;0;0;0;0;1;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.749.305;2º Módulo;Técnico;Produção Industrial;Química;Química (MNP);Noite;23;17;40;5;0;8;27;39;0;0;0;0;0;1;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.749.392;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho (MNP);Noite;9;18;27;0;0;5;22;27;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.644.164;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;21;19;40;0;0;0;0;36;3;0;0;0;0;0;1;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba;165;296.644.297;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;21;19;40;0;0;0;0;33;3;0;2;0;0;0;2;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.749.419;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;8;3;11;0;0;2;9;11;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.749.411;2º Módulo;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;9;4;13;0;0;0;13;11;0;0;0;0;0;2;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.749.415;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;15;3;18;0;0;3;15;18;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba (EE Manoel Bento da Cruz);165.01 - Ext/Etec;296.749.406;2º Módulo;Técnico;Informação e Comunicação;Informática;Manutenção e Suporte em Informática (MNP);Noite;4;16;20;2;0;5;13;19;0;0;0;0;0;1;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;296.609.944;2ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;14;26;40;0;0;0;0;39;1;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;296.610.918;3ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;10;29;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;296.444.979;1ª Série;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;9;31;40;0;0;0;0;39;1;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Auriflama;Bauru/Araçatuba;Etec de Araçatuba (EMEF Dona Conceição de Oliveira Moreira - Auriflama);165.2 - Cd_Cps;296.749.430;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;14;7;21;0;0;0;21;11;0;0;0;0;0;10;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;296.666.926;3ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;7;2;9;0;0;0;0;9;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EE Professora Maria Eunice Martins Ferreira);069.04 - Ext/Etec;296.666.923;3ª Série;Integrado;Gestão e Negócios;Comércio;Vendas - MTec (Intercomplementar);Manhã;5;8;13;0;0;0;0;13;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Prof. Victor Sansoni - Avanhandava);069.3 - Cd_Cps;296.745.968;2º Módulo;Técnico;Informação e Comunicação;Informática;Informática;Noite;2;13;15;0;0;10;5;12;0;0;0;0;0;3;0;0;0;
Araçatuba;Araçatuba;Barbosa;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Gabriel José Martins - Barbosa);069.4 - Cd_Cps;296.745.965;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;11;3;14;1;0;1;12;13;0;0;0;0;0;0;0;0;1;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.499.486;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;23;17;40;0;0;0;0;38;0;0;0;0;0;0;2;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.500.812;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias;Tarde;26;10;36;0;0;0;0;33;0;0;0;0;0;0;3;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.499.866;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;24;15;39;0;0;0;0;40;0;0;0;0;0;0;0;1;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.500.176;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;23;15;38;0;0;0;0;38;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.916;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;27;6;33;0;0;2;31;20;0;0;0;1;0;11;0;0;1;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.911;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;12;26;38;18;0;3;17;32;0;0;0;0;0;5;0;0;1;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.835;1º Módulo;Técnico;Produção Cultural e Design;Design;Design Gráfico;Noite;17;12;29;7;0;4;18;23;0;0;0;0;0;6;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.850;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;32;8;40;0;0;5;35;37;0;0;0;3;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.945;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;31;7;38;0;0;0;38;35;0;0;1;0;0;0;0;0;2;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.922;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;23;9;32;0;0;1;31;28;2;0;2;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.938;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;26;8;34;0;0;0;34;33;0;0;0;0;0;0;0;0;1;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.838;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;28;11;39;7;0;1;31;20;5;0;0;9;0;5;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.843;1º Módulo;Técnico;Gestão e Negócios;Comércio;Marketing;Noite;23;15;38;1;0;7;30;28;0;0;0;4;0;6;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.746.930;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;22;8;30;0;0;0;30;26;0;0;0;0;0;4;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.545.247;1ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;24;16;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.563.588;3ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;23;16;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;296.561.244;2ª Série;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;21;19;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0;
