Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Curso/Habilitação;Período;Inscritos;Vagas;Demanda
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá;066;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;54;40;1,35;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá;066;Técnico;Controle e Processos Industriais;Indústria;Eletromecânica;Noite;56;40;1,40;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá;066;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;68;40;1,70;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá;066;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;54;30;1,80;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá;066;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;60;40;1,50;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá;066;Técnico;Produção Industrial;Química;Química;Noite;46;40;1,14;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá;066;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;62;40;1,55;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá (EE Virginia Ramalho);066.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;66;40;1,65;
Marília;Ourinhos;Ourinhos;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá (EE Virginia Ramalho);066.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;63;40;1,57;
Marília;Ourinhos;Ribeirão do Sul;Marília/Presidente Prudente;Etec Jacinto Ferreira de Sá (EMEF Samuel Pereira de Lima - Ribeirão do Sul);066.6 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Serviços Públicos;Noite;61;40;1,52;
Marília;Ourinhos;Santa Cruz do Rio Pardo;Marília/Presidente Prudente;Etec Orlando Quagliato;084;Técnico;Gestão e Negócios;Gestão;Administração;Noite;85;40;2,12;
Marília;Ourinhos;Santa Cruz do Rio Pardo;Marília/Presidente Prudente;Etec Orlando Quagliato;084;Técnico;Produção Alimentícia;Química;Alimentos;Noite;93;40;2,32;
Marília;Ourinhos;Santa Cruz do Rio Pardo;Marília/Presidente Prudente;Etec Orlando Quagliato;084;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;55;30;1,83;
Marília;Tupã;Bastos;Marília/Presidente Prudente;Etec Engenheiro Herval Bellusci (EE Águia de Haia);063.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;61;40;1,52;
Marília;Tupã;João Ramalho;Marília/Presidente Prudente;Etec Doutor Luiz Cesar Couto (EMEF Prof. Geraldino de Moraes - João Ramalho);080.2 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;48;40;1,20;
Marília;Tupã;Quatá;Marília/Presidente Prudente;Etec Doutor Luiz Cesar Couto;080;Técnico;Gestão e Negócios;Gestão;Administração;Noite;59;40;1,47;
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Técnico;Gestão e Negócios;Gestão;Administração;Noite;61;40;1,52;
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;97;40;2,42;
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;78;40;1,95;
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;41;40;1,02;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Bertioga;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont (EM José de Oliveira Santos - Bertioga);152.1 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;39;40;0,97;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Técnico;Informação e Comunicação;Informática;Informática;Noite;91;40;2,27;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Técnico;Gestão e Negócios;Gestão;Logística;Noite;144;40;3,60;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Técnico;Ambiente e Saúde;Meio Ambiente;Meio Ambiente;Noite;42;40;1,05;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão (EE Afonso Schimidt);181.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;96;40;2,40;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão (EE Afonso Schimidt);181.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;39;40;0,97;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Gastronomia;Noite;57;40;1,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Técnico;Informação e Comunicação;Informática;Informática;Noite;73;40;1,82;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Técnico;Gestão e Negócios;Gestão;Logística;Noite;102;40;2,54;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Técnico;Gestão e Negócios;Gestão;Administração;Noite;70;40;1,75;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;97;40;2,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;159;40;3,97;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Gestão e Negócios;Gestão;Administração;Noite;76;40;1,90;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;45;40;1,12;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;160;40;4,00;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Informação e Comunicação;Informática;Informática;Noite;95;40;2,37;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Turismo Receptivo;Noite;67;40;1,67;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Especialização;Ambiente e Saúde;Saúde;Centro Cirúrgico e Instrumentação Cirúrgica;Manhã;71;30;2,36;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Técnico;Gestão e Negócios;Gestão;Administração;Noite;62;40;1,55;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;47;40;1,17;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Ambiente e Saúde;Saúde;Farmácia;Manhã;78;40;1,95;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;102;40;2,54;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Informação e Comunicação;Informática;Informática;Noite;97;40;2,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Gestão e Negócios;Gestão;Logística;Noite;71;40;1,77;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;60;40;1,50;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;80;40;2,00;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;95;40;2,37;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Agenciamento de Viagem;Noite;43;40;1,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Infraestrutura;Construção Civil;Desenho de Construção Civil;Noite;44;40;1,10;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;62;40;1,55;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;101;40;2,52;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;34;40;0,85;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Informação e Comunicação;Informática;Informática;Tarde;80;40;2,00;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;137;80;1,71;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Soldagem;Noite;68;40;1,70;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Administração;Noite;98;40;2,45;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;53;40;1,32;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Comércio Exterior;Noite;131;40;3,27;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Logística;Tarde;66;40;1,65;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;83;40;2,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;122;40;3,05;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;58;40;1,45;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;59;40;1,47;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Infraestrutura;Indústria;Portos;Noite;51;40;1,27;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (Unidade Municipal de Educação Vinte e Oito de Fevereiro - Santos);122.8 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;36;40;0,90;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;153;40;3,82;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;179;40;4,47;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;75;40;1,87;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;143;40;3,57;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;54;40;1,35;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;56;40;1,40;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EMEF Francisco Martins dos Santos - São Vicente );194.1 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;61;40;1,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;73;40;1,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Administração;Noite;68;40;1,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Manhã;54;40;1,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;42;40;1,05;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;149;40;3,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;160;40;4,00;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;73;40;1,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Técnico;Gestão e Negócios;Gestão;Administração;Noite;63;40;1,57;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;77;40;1,92;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Técnico;Gestão e Negócios;Gestão;Administração;Noite;84;40;2,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;102;40;2,54;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Produção Cultural e Design;Design;Design Gráfico;Noite;88;40;2,20;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Produção Cultural e Design;Design;Processos Fotográficos;Noite;52;40;1,30;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;36;40;0,90;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Técnico;Gestão e Negócios;Gestão;Administração;Noite;115;40;2,87;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Administração;Noite;103;40;2,57;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;101;40;2,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;82;40;2,04;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;130;40;3,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Logística;Noite;73;40;1,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Administração;Noite;111;40;2,77;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;57;40;1,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;131;40;3,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;83;40;2,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Logística;Noite;40;40;1,00;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Tarde;37;40;0,92;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Informação e Comunicação;Informática;Redes de Computadores;Tarde;63;40;1,57;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Gestão e Negócios;Gestão;Administração;Noite;92;40;2,29;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Gestão e Negócios;Gestão;Logística (MNP);Noite;32;40;0,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;56;40;1,40;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Técnico;Gestão e Negócios;Gestão;Administração;Noite;90;40;2,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Especialização;Gestão e Negócios;Gestão;Logística Reversa;Noite;66;40;1,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;107;40;2,67;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Gestão e Negócios;Gestão;Administração;Noite;61;40;1,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;136;40;3,40;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;104;40;2,60;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Gestão e Negócios;Gestão;Logística;Noite;49;40;1,22;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;149;40;3,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;209;40;5,22;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec Professor Aprígio Gonzaga (EE Coronel Ary Gomes);034.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Comércio Exterior;Noite;44;40;1,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec Professor Aprígio Gonzaga (EE Coronel Ary Gomes);034.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Qualidade;Noite;45;40;1,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapecerica da Serra;Grande São Paulo Sul/Baixada Santista;Etec de Embu (EM Belchior de Pontes - Itapecerica da Serra);241.4 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;40;40;1,00;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapevi;Grande São Paulo Noroeste;Etec José Miguel Soares;300;Técnico;Gestão e Negócios;Gestão;Administração;Noite;97;40;2,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapevi;Grande São Paulo Noroeste;Etec José Miguel Soares;300;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;118;40;2,95;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Técnico;Informação e Comunicação;Informática;Informática;Noite;90;40;2,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;65;40;1,62;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Técnico;Gestão e Negócios;Gestão;Administração;Noite;64;40;1,60;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Técnico;Gestão e Negócios;Gestão;Finanças;Noite;43;40;1,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;39;40;0,97;
