Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Curso/Habilitação;Período;Inscritos;Vagas;Demanda
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;141;40;3,52;
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;73;40;1,82;
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;152;40;3,80;
Marília;Tupã;Tupã;Marília/Presidente Prudente;Etec Professor Massuyuki Kawano;136;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;152;40;3,80;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Bertioga;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont (EM José de Oliveira Santos - Bertioga);152.1 - Cd_Cps;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;62;40;1,55;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Técnico;Informação e Comunicação;Informática;Informática;Noite;82;40;2,04;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Técnico;Gestão e Negócios;Gestão;Logística;Noite;110;40;2,75;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;219;40;5,47;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Integrado;Informação e Comunicação;Informática;Informática - MTec;Tarde;196;40;4,90;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;202;40;5,05;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Integrado;Ambiente e Saúde;Meio Ambiente;Meio Ambiente - MTec;Manhã;97;40;2,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão;181;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Tarde;89;40;2,22;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Cubatão;Grande São Paulo Sul/Baixada Santista;Etec de Cubatão (EE Afonso Schimidt);181.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;92;40;2,29;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;;;;;Noite;177;40;4,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;186;40;4,65;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;199;40;4,97;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;130;40;3,25;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Integrado;Turismo, Hospitalidade e Lazer;Lazer e Desenvolvimento Social;Eventos - MTec;Tarde;88;40;2,20;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Integrado;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Gastronomia - MTec-N;Noite;58;40;1,45;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Integrado;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Guia de Turismo - MTec;Tarde;82;40;2,04;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Integrado;Gestão e Negócios;Gestão;Logística - Mtec-N;Noite;161;40;4,02;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Guarujá;Grande São Paulo Sul/Baixada Santista;Etec Alberto Santos Dumont;152;Integrado;Gestão e Negócios;Gestão;Secretariado - MTec;Tarde;137;40;3,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;132;40;3,30;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;46;40;1,14;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;171;40;4,27;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - Mtec-N;Noite;62;40;1,55;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec-PI;Manhã e Tarde;257;40;6,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Itanhaém;Grande São Paulo Sul/Baixada Santista;Etec de Itanhaém;158;Integrado;Ambiente e Saúde;Meio Ambiente;Meio Ambiente - MTec-PI;Manhã e Tarde;182;40;4,55;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;147;35;4,20;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Matemática e suas Tecnologias;Manhã;120;35;3,42;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Gestão e Negócios;Gestão;Administração;Noite;79;40;1,97;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;122;40;3,05;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Técnico;Informação e Comunicação;Informática;Informática;Noite;91;40;2,27;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;184;40;4,59;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Tarde;200;40;5,00;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Integrado;Infraestrutura;Construção Civil;Edificações - Mtec-N;Noite;66;40;1,65;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Mongaguá;Grande São Paulo Sul/Baixada Santista;Etec Adolpho Berezin;107;Integrado;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Turismo Receptivo - MTec-N;Noite;61;40;1,52;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Técnico;Gestão e Negócios;Gestão;Administração;Noite;43;40;1,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Técnico;Produção Cultural e Design;Design;Design de Interiores;Noite;50;40;1,25;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;103;40;2,57;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;111;40;2,77;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Integrado;Produção Cultural e Design;Imagem Pessoal;Design de Interiores - MTec-PI;Manhã e Tarde;60;40;1,50;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Integrado;Infraestrutura;Construção Civil;Edificações - Mtec-N;Noite;20;40;0,50;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Peruíbe;Grande São Paulo Sul/Baixada Santista;Etec de Peruíbe;266;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec;Manhã;123;40;3,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;157;40;3,92;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Informação e Comunicação;Informática;Informática;Noite;74;40;1,85;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Gestão e Negócios;Gestão;Logística;Noite;69;40;1,72;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;66;40;1,65;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Integrado;Gestão e Negócios;Gestão;Contabilidade - MTec;Tarde;153;40;3,82;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;533;40;13,32;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Integrado;Ambiente e Saúde;Saúde;Farmácia - MTec;Manhã;359;40;8,97;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;284;40;7,10;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande;153;Integrado;Produção Industrial;Química;Química - MTec;Tarde;132;40;3,30;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;78;40;1,95;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;76;40;1,90;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;224;40;5,60;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;221;40;5,52;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;272;40;6,80;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Praia Grande;Grande São Paulo Sul/Baixada Santista;Etec de Praia Grande (Escola Min. Paulo Renato Costa Souza - Balneário Maracanã - Praia Grande);153.3 - Cd_Cps;Integrado;Segurança;Saúde;Segurança do Trabalho - MTec;Manhã;233;40;5,82;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Agenciamento de Viagem;Noite;40;40;1,00;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Infraestrutura;Construção Civil;Desenho de Construção Civil;Noite;43;40;1,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;53;40;1,32;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;143;40;3,57;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Eletrônica (MNP);Noite;51;40;1,27;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Informação e Comunicação;Informática;Informática;Tarde;74;40;1,85;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Mecatrônica;Noite;65;40;1,62;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;104;40;2,60;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Soldagem;Noite;66;40;1,65;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Automação Industrial - MTec;Tarde;96;36;2,66;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Manhã;361;36;10,02;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Infraestrutura;Construção Civil;Edificações - MTec;Tarde;95;36;2,63;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Eletrotécnica - MTec;Manhã;102;36;2,83;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Eletrônica - MTec;Manhã;88;36;2,44;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;367;36;10,19;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Mecânica - Mtec-N;Noite;44;36;1,22;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec;Tarde;187;36;5,19;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Especialização;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Guia de Turismo Internacional ;Noite;49;36;1,36;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;58;40;1,45;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Administração;Noite;76;40;1,90;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Comércio Exterior;Noite;138;40;3,45;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Logística;Tarde;66;40;1,65;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;116;40;2,90;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;292;40;7,30;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Comércio Exterior - MTec-N;Noite;81;40;2,02;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;203;40;5,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética - MTec;Manhã;271;40;6,77;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética - Mtec-N;Noite;35;40;0,87;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Segurança;Saúde;Segurança do Trabalho - MTec;Manhã;146;40;3,65;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;48;40;1,20;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;59;40;1,47;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Infraestrutura;Indústria;Portos;Noite;60;40;1,50;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa / Fatec Rubens Lara;122/005 - Etec/Fatec;Integrado;Gestão e Negócios;Gestão;Administração - MTec-AMS;Tarde;135;40;3,37;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa / Fatec Rubens Lara;122/005 - Etec/Fatec;Integrado;Gestão e Negócios;Gestão;Logística - MTec-AMS;Tarde;113;40;2,82;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;204;40;5,09;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias;Manhã;238;40;5,95;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;144;40;3,60;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;124;40;3,10;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;65;40;1,62;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;125;40;3,12;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Integrado;Infraestrutura;Construção Civil;Edificações - MTec;Tarde;313;40;7,82;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;58;40;1,45;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;55;40;1,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Administração;Noite;64;40;1,60;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;62;40;1,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Comércio Exterior;Manhã;66;40;1,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Logística;Noite;61;40;1,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;312;40;7,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Manhã;297;40;7,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;181;40;4,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;122;40;3,05;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;550;40;13,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Contabilidade - MTec;Manhã;171;40;4,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;724;40;18,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Marketing - MTec-N;Noite;99;40;2,47;
