Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Curso/Habilitação;Período;Inscritos;Vagas;Demanda
Araçatuba;Araçatuba;Araçatuba;Bauru/Araçatuba;Etec de Araçatuba / Faculdade de Tecnologia Professor Fernando Amaral de Almeida Prado;165/177 - Etec/Fatec;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;137;40;3,42;
Araçatuba;Araçatuba;Auriflama;Bauru/Araçatuba;Etec de Araçatuba (EMEF Dona Conceição de Oliveira Moreira - Auriflama);165.2 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;59;40;1,47;
Araçatuba;Araçatuba;Avanhandava;Bauru/Araçatuba;Etec João Jorge Geraissate (EMEF Prof. Victor Sansoni - Avanhandava);069.3 - Cd_Cps;Técnico;Informação e Comunicação;Informática;Informática;Noite;47;35;1,34;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;89;40;2,22;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Técnico;Gestão e Negócios;Gestão;Administração;Noite;66;40;1,65;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;62;40;1,55;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;189;40;4,72;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;209;40;5,22;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;64;40;1,60;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Integrado;Gestão e Negócios;Gestão;Contabilidade - MTec;Tarde;65;40;1,62;
Araçatuba;Araçatuba;Birigui;Bauru/Araçatuba;Etec Doutor Renato Cordeiro;123;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;128;40;3,20;
Araçatuba;Araçatuba;Guararapes;Bauru/Araçatuba;Etec de Araçatuba (EM Prof. Celso Geraldo Queiroz - Guararapes);165.3 - Cd_Cps;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;48;40;1,20;
Araçatuba;Araçatuba;Guararapes;Bauru/Araçatuba;Etec de Araçatuba (EM Prof. Celso Geraldo Queiroz - Guararapes);165.3 - Cd_Cps;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;95;40;2,37;
Araçatuba;Araçatuba;Penápolis;Bauru/Araçatuba;Etec João Jorge Geraissate;069;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;100;70;1,42;
Araçatuba;Araçatuba;Valparaíso;Bauru/Araçatuba;Etec Sebastiana Augusta de Moraes (EE Vicente Barbosa);028.03 - Ext/Etec;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;61;40;1,52;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;51;40;1,27;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Gastronomia;Noite;46;40;1,14;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;56;40;1,40;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Técnico;Produção Industrial;Química;Química;Noite;47;40;1,17;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;41;40;1,02;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;43;40;1,07;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;139;40;3,47;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - Mtec-N;Noite;45;40;1,12;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;173;40;4,32;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Ambiente e Saúde;Meio Ambiente;Meio Ambiente - MTec-PI;Manhã e Tarde;86;40;2,15;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética - Mtec-N;Noite;53;40;1,32;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética - MTec-PI;Manhã e Tarde;216;40;5,40;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão;108;Integrado;Produção Industrial;Química;Química - MTec-PI;Manhã e Tarde;62;40;1,55;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;62;40;1,55;
Barretos;Barretos;Barretos;Ribeirão Preto/Franca/Barretos;Etec Coronel Raphael Brandão (EE Doutor Antonio Olympio);108.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;48;40;1,20;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Técnico;Gestão e Negócios;Gestão;Administração;Noite;62;40;1,55;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;62;40;1,55;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;91;40;2,27;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Técnico;Controle e Processos Industriais;Indústria;Manutenção de Máquinas Pesadas;Noite;63;40;1,57;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;58;40;1,45;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;126;40;3,15;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Integrado;Informação e Comunicação;Informática;Informática - MTec-PI;Manhã e Tarde;141;40;3,52;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;221;40;5,52;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec-N;Noite;93;40;2,32;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi;151;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec;Manhã;170;40;4,25;
Barretos;Barretos;Bebedouro;Ribeirão Preto/Franca/Barretos;Etec Professor Ídio Zucchi (Fundação Coopercitrus/Credicitrus - Bebedouro);151.8 - Cd_Cps;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;61;40;1,52;
Barretos;Barretos;Guaíra;Ribeirão Preto/Franca/Barretos;Etec de Guaíra;304;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;57;40;1,42;
Barretos;Barretos;Guaíra;Ribeirão Preto/Franca/Barretos;Etec de Guaíra;304;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;53;40;1,32;
Barretos;Barretos;Guaíra;Ribeirão Preto/Franca/Barretos;Etec de Guaíra;304;Integrado;Gestão e Negócios;Gestão;Contabilidade - MTec-N;Noite;35;40;0,87;
Barretos;Barretos;Guaíra;Ribeirão Preto/Franca/Barretos;Etec de Guaíra;304;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;47;40;1,17;
Barretos;Barretos;Guaraci;Ribeirão Preto/Franca/Barretos;Etec Professor José Carlos Seno Junior (EMEB Profª Mercia Julia Barbosa Velho - Guaraci);232.2 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Logística;Noite;63;40;1,57;
Barretos;Barretos;Olímpia;Ribeirão Preto/Franca/Barretos;Etec Professor José Carlos Seno Junior;232;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;70;40;1,75;
Barretos;Barretos;Olímpia;Ribeirão Preto/Franca/Barretos;Etec Professor José Carlos Seno Junior;232;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;188;40;4,70;
Barretos;Barretos;Olímpia;Ribeirão Preto/Franca/Barretos;Etec Professor José Carlos Seno Junior;232;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - Mtec-N;Noite;71;40;1,77;
Barretos;Barretos;Olímpia;Ribeirão Preto/Franca/Barretos;Etec Professor José Carlos Seno Junior;232;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;197;40;4,92;
Barretos;Barretos;Olímpia;Ribeirão Preto/Franca/Barretos;Etec Professor José Carlos Seno Junior;232;Integrado;Produção Industrial;Química;Química - Mtec-N;Noite;76;40;1,90;
Barretos;Barretos;Olímpia;Ribeirão Preto/Franca/Barretos;Etec Professor José Carlos Seno Junior;232;Integrado;Produção Industrial;Química;Química - MTec-PI;Manhã e Tarde;154;40;3,85;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Astor de Mattos Carvalho (EE Prof. Christino Cabral);038.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;82;40;2,04;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Astor de Mattos Carvalho (EE Prof. Christino Cabral);038.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;52;40;1,30;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Astor de Mattos Carvalho (EE Prof. Christino Cabral);038.01 - Ext/Etec;Técnico;Informação e Comunicação;Informática;Informática;Noite;61;40;1,52;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;205;35;5,85;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;87;40;2,17;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;92;40;2,29;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Técnico;Gestão e Negócios;Gestão;Logística;Noite;42;40;1,05;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;73;40;1,82;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;91;40;2,27;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;254;40;6,35;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-PI ;Manhã e Tarde;332;40;8,30;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;206;40;5,15;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu;135;Integrado;Gestão e Negócios;Gestão;Serviços Jurídicos - MTec;Tarde;156;40;3,90;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu (EE Ernesto Monte);135.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Transações Imobiliárias;Noite;42;40;1,05;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu (EE Ernesto Monte);135.01 - Ext/Etec;Integrado;Gestão e Negócios;Gestão;Logística - Mtec-N;Noite;43;40;1,07;
Bauru;Bauru;Bauru;Bauru/Araçatuba;Etec Rodrigues de Abreu / Fatec de Bauru;135/196 - Etec/Fatec;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;162;40;4,05;
Bauru;Bauru;Cabrália Paulista;Bauru/Araçatuba;Etec Astor de Mattos Carvalho;038;Técnico;Produção Alimentícia;Agropecuária;Agroindústria;Noite;53;35;1,51;
Bauru;Bauru;Cabrália Paulista;Bauru/Araçatuba;Etec Astor de Mattos Carvalho;038;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;57;35;1,62;
Bauru;Bauru;Cabrália Paulista;Bauru/Araçatuba;Etec Astor de Mattos Carvalho;038;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;102;35;2,91;
Bauru;Bauru;Cabrália Paulista;Bauru/Araçatuba;Etec Astor de Mattos Carvalho;038;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec-PI;Manhã e Tarde;55;35;1,57;
Bauru;Bauru;Lençóis Paulista;Bauru/Araçatuba;Etec Cidade do Livro;244;Técnico;Produção Industrial;Química;Química;Noite;124;40;3,10;
Bauru;Bauru;Lençóis Paulista;Bauru/Araçatuba;Etec Cidade do Livro;244;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;153;40;3,82;
Bauru;Bauru;Lençóis Paulista;Bauru/Araçatuba;Etec Cidade do Livro;244;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;147;40;3,67;
Bauru;Bauru;Lençóis Paulista;Bauru/Araçatuba;Etec Cidade do Livro;244;Integrado;Produção Industrial;Química;Química - MTec-PI;Manhã e Tarde;154;40;3,85;
Bauru;Bauru;Lençóis Paulista;Bauru/Araçatuba;Etec Cidade do Livro (EE Virgilio Capoani);244.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;83;35;2,37;
Bauru;Bauru;Pederneiras;Bauru/Araçatuba;Etec Professor Urias Ferreira (EE Anchieta);090.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;43;40;1,07;
Bauru;Jaú;Bariri;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral (EMEF Prof. Eurico Acçolini - Bariri);070.2 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Logística;Noite;46;40;1,14;
Bauru;Jaú;Barra Bonita;Bauru/Araçatuba;Etec Comendador João Rays;040;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias;Manhã;196;35;5,60;
Bauru;Jaú;Barra Bonita;Bauru/Araçatuba;Etec Comendador João Rays;040;Técnico;Gestão e Negócios;Gestão;Administração;Noite;68;40;1,70;
Bauru;Jaú;Barra Bonita;Bauru/Araçatuba;Etec Comendador João Rays;040;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;95;40;2,37;
Bauru;Jaú;Barra Bonita;Bauru/Araçatuba;Etec Comendador João Rays;040;Técnico;Gestão e Negócios;Gestão;Logística;Noite;62;40;1,55;
Bauru;Jaú;Barra Bonita;Bauru/Araçatuba;Etec Comendador João Rays;040;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec-PI;Manhã e Tarde;164;35;4,68;
Bauru;Jaú;Barra Bonita;Bauru/Araçatuba;Etec Comendador João Rays;040;Integrado;Gestão e Negócios;Gestão;Secretariado - MTec-N;Noite;65;35;1,85;
Bauru;Jaú;Boracéia;Bauru/Araçatuba;Etec Professor Urias Ferreira (Centro de Treinamento Professora Djanir Sgavioli Sin - Boracéia);090.5 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;59;40;1,47;
Bauru;Jaú;Dois Córregos;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral (EMEF Francisco Simões - Dois Córregos);070.3 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;32;40;0,80;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Gestão e Negócios;Gestão;Administração;Noite;45;40;1,12;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;100;40;2,50;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;52;40;1,30;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;59;40;1,47;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;104;40;2,60;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;39;40;0,97;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;39;40;0,97;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;50;40;1,25;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Controle e Processos Industriais;Indústria;Sistemas de Energia Renovável - Ead;On-line;41;40;1,02;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Técnico;Controle e Processos Industriais;Indústria;Soldagem;Noite;33;40;0,82;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;201;40;5,02;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Tarde;86;40;2,15;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Integrado;Infraestrutura;Construção Civil;Edificações - MTec-PI;Manhã e Tarde;128;40;3,20;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Integrado;Informação e Comunicação;Informática;Informática - MTec-PI;Manhã e Tarde;178;40;4,45;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Integrado;Controle e Processos Industriais;Indústria;Mecatrônica - MTec-PI;Manhã e Tarde;96;40;2,40;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Joaquim Ferreira do Amaral;070;Integrado;Controle e Processos Industriais;Indústria;Mecânica - Mtec-N;Noite;25;40;0,62;
Bauru;Jaú;Jaú;Bauru/Araçatuba;Etec Professor Urias Ferreira;090;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;103;70;1,47;
Bauru;Lins;Cafelândia;Bauru/Araçatuba;Etec Professora Helcy Moreira Martins Aguiar;062;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;49;40;1,22;
Bauru;Lins;Cafelândia;Bauru/Araçatuba;Etec Professora Helcy Moreira Martins Aguiar;062;Técnico;Gestão e Negócios;Gestão;Administração;Noite;67;40;1,67;
Bauru;Lins;Cafelândia;Bauru/Araçatuba;Etec Professora Helcy Moreira Martins Aguiar;062;Técnico;Recursos Naturais;Agropecuária;Agronegócio;Noite;32;40;0,80;
Bauru;Lins;Cafelândia;Bauru/Araçatuba;Etec Professora Helcy Moreira Martins Aguiar;062;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;91;40;2,27;
Bauru;Lins;Cafelândia;Bauru/Araçatuba;Etec Professora Helcy Moreira Martins Aguiar;062;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;66;40;1,65;
Bauru;Lins;Cafelândia;Bauru/Araçatuba;Etec Professora Helcy Moreira Martins Aguiar;062;Integrado;Recursos Naturais;Agropecuária;Agropecuária - MTec-PI;Manhã e Tarde;84;40;2,10;
Bauru;Lins;Cafelândia;Bauru/Araçatuba;Etec Professora Helcy Moreira Martins Aguiar;062;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;103;40;2,57;
Bauru;Lins;Lins;Bauru/Araçatuba;Etec de Lins;148;;;;;Noite;81;30;2,70;
