Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Curso/Habilitação;Período;Inscritos;Vagas;Demanda
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Agenciamento de Viagem;Noite;45;40;1,12;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Infraestrutura;Construção Civil;Desenho de Construção Civil;Noite;46;40;1,14;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;67;40;1,67;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;145;40;3,62;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Eletrônica (MNP);Noite;39;40;0,97;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Mecatrônica;Noite;64;40;1,60;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;112;40;2,80;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Técnico;Controle e Processos Industriais;Indústria;Soldagem;Noite;52;40;1,30;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Automação Industrial - MTec;Tarde;97;36;2,69;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;465;36;12,91;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;128;36;3,55;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Infraestrutura;Construção Civil;Edificações - MTec;Tarde;95;36;2,63;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Eletrotécnica - MTec;Manhã;88;36;2,44;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Eletrônica - MTec;Manhã;103;36;2,86;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec-AMS;Manhã;121;36;3,36;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Controle e Processos Industriais;Indústria;Mecânica - Mtec-N;Noite;59;36;1,63;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Aristóteles Ferreira;035;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec;Tarde;176;36;4,88;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Administração;Noite;89;40;2,22;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;69;40;1,72;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Comércio Exterior;Noite;180;40;4,50;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Gestão e Negócios;Gestão;Logística;Tarde;94;40;2,35;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;158;40;3,95;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;391;40;9,77;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Administração - MTec-AMS;Tarde;90;40;2,25;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Comércio Exterior - MTec-N;Noite;166;40;4,15;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;243;40;6,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Gestão e Negócios;Gestão;Logística - MTec-AMS;Tarde;118;40;2,95;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética - MTec;Manhã;334;40;8,35;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética - Mtec-N;Noite;46;40;1,14;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Integrado;Segurança;Saúde;Segurança do Trabalho - MTec;Manhã;113;40;2,82;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;Especialização;Gestão e Negócios;Gestão;Agenciamento Marítimo;Noite;123;40;3,07;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;50;40;1,25;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;69;40;1,72;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;Técnico;Infraestrutura;Indústria;Portos;Noite;61;40;1,52;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências da Natureza e suas Tecnologias;Manhã;179;40;4,47;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens e suas Tecnologias;Manhã;172;40;4,30;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;134;40;3,35;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;145;40;3,62;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;78;40;1,95;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;160;40;4,00;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;Integrado;Infraestrutura;Construção Civil;Edificações - MTec;Tarde;247;40;6,17;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;52;40;1,30;
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;51;40;1,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;74;40;1,85;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Administração;Noite;55;40;1,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Logística;Noite;46;40;1,14;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Manhã;49;40;1,22;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;220;40;5,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;302;40;7,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Manhã;232;40;5,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;143;40;3,57;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;549;40;13,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Contabilidade - MTec;Manhã;218;40;5,45;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;733;40;18,32;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec-PI;Tarde e Noite;182;40;4,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Marketing - MTec-PI;Tarde e Noite;158;40;3,95;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Manhã;360;40;9,00;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Especialização;Ambiente e Saúde;Saúde;Enfermagem no Atendimento em Urgência e Emergência Intra e Extra Hospitalar ;Noite;121;30;4,03;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;85;40;2,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;175;40;4,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;91;40;2,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec-N;Noite;42;40;1,05;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;114;40;2,85;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Tarde;33;40;0,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;149;40;3,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;213;40;5,32;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;235;40;5,87;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Gestão e Negócios;Gestão;Logística - Mtec-N;Noite;104;40;2,60;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;126;40;3,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec-N;Noite;112;40;2,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;59;40;1,47;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Produção Cultural e Design;Design;Design Gráfico;Noite;70;40;1,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Produção Cultural e Design;Design;Processos Fotográficos;Noite;51;40;1,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;39;40;0,97;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;364;40;9,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Produção Cultural e Design;Design;Design Gráfico - MTec (MNP);Manhã;236;40;5,90;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;215;40;5,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Produção Cultural e Design;Design;Multimídia - MTec;Tarde;91;40;2,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Produção Cultural e Design;Design;Processos Fotográficos - MTec;Tarde;107;40;2,67;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Produção Cultural e Design;Comércio;Publicidade - MTec-N;Noite;52;40;1,30;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba / Fatec de Carapicuíba;144/143 - Etec/Fatec;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS (MNP);Tarde;259;40;6,47;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Técnico;Gestão e Negócios;Gestão;Administração;Noite;82;40;2,04;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;53;40;1,32;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;637;80;7,96;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Tarde;397;40;9,92;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;181;40;4,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;89;40;2,22;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Administração;Noite;106;40;2,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;102;40;2,54;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;80;40;2,00;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Qualidade;Noite;69;40;1,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;359;40;8,97;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;281;40;7,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Administração;Noite;84;40;2,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;45;40;1,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;173;40;4,32;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;90;40;2,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;496;40;12,40;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Gestão e Negócios;Gestão;Administração - MTec (MNP);Tarde;71;40;1,77;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Controle e Processos Industriais;Indústria;Automação Industrial - MTec;Manhã;170;40;4,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - Mtec-N;Noite;147;40;3,67;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Informação e Comunicação;Informática;Informática - MTec (MNP);Tarde;122;40;3,05;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Informação e Comunicação;Informática;Redes de Computadores - MTec;Manhã;225;40;5,62;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;71;40;1,77;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Gestão e Negócios;Gestão;Recursos Humanos (MNP);Noite;38;40;0,95;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Segurança;Saúde;Segurança do Trabalho (MNP);Noite;66;40;1,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;413;80;5,16;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;70;40;1,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Gestão e Negócios;Gestão;Administração - MTec-N;Noite;95;40;2,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;83;40;2,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;141;40;3,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec (MNP);Tarde;161;40;4,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos / Fatec de Ferraz de Vasconcelos;170/292 - Etec/Fatec;Integrado;Gestão e Negócios;Gestão;Administração - MTec-AMS;Manhã;144;40;3,60;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos / Fatec de Ferraz de Vasconcelos;170/292 - Etec/Fatec;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS (MNP);Tarde;157;40;3,92;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Técnico;Gestão e Negócios;Gestão;Administração;Noite;78;40;1,95;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;35;40;0,87;
