Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Curso/Habilitação;Período;Inscritos;Vagas;Demanda
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Manhã;224;40;5,60;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;222;40;5,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;204;40;5,09;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;75;40;1,87;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;230;40;5,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Contabilidade - MTec-PI;Manhã e Tarde;115;40;2,87;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Informação e Comunicação;Informática;Informática - MTec;Manhã;872;40;21,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Barueri;Grande São Paulo Noroeste;Etec Antônio Furlan;245;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Manhã;323;40;8,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Técnico;Gestão e Negócios;Gestão;Administração;Noite;59;40;1,47;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;80;40;2,00;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;140;40;3,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;86;40;2,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec-N;Noite;35;40;0,87;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;26;40;0,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Caieiras;Grande São Paulo Noroeste;Etec Paulo do Carmo Monteiro;279;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;79;40;1,97;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;119;40;2,97;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Técnico;Gestão e Negócios;Gestão;Administração;Noite;99;40;2,47;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;201;40;5,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Gestão e Negócios;Gestão;Logística - Mtec-N;Noite;92;40;2,29;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cajamar;Grande São Paulo Noroeste;Etec Gino Rezaghi;191;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;163;40;4,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;86;40;2,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;62;40;1,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Produção Cultural e Design;Design;Design Gráfico;Noite;111;40;2,77;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Técnico;Produção Cultural e Design;Design;Multimídia;Noite;58;40;1,45;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;361;40;9,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Produção Cultural e Design;Design;Design Gráfico - MTec;Manhã;323;40;8,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;180;40;4,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Produção Cultural e Design;Design;Multimídia - MTec;Tarde;123;40;3,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba;144;Integrado;Produção Cultural e Design;Design;Processos Fotográficos - MTec;Tarde;88;40;2,20;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Carapicuíba;Grande São Paulo Noroeste;Etec de Carapicuíba / Fatec de Carapicuíba;144/143 - Etec/Fatec;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec-AMS;Tarde;342;40;8,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Técnico;Gestão e Negócios;Gestão;Administração;Noite;134;40;3,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;83;40;2,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;407;40;10,17;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Integrado;Gestão e Negócios;Gestão;Contabilidade - MTec-PI;Manhã e Tarde;99;40;2,47;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Cotia;Grande São Paulo Sul/Baixada Santista;Etec de Cotia;222;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - Mtec-N;Noite;371;40;9,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Ciências Humanas e Sociais Aplicadas;Manhã;153;40;3,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Administração;Noite;114;40;2,85;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;112;40;2,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;165;40;4,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;123;40;3,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Técnico;Gestão e Negócios;Gestão;Logística;Noite;84;40;2,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;375;40;9,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Diadema;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira;166;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;271;40;6,77;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Administração;Noite;125;40;3,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;72;40;1,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;172;40;4,30;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;86;40;2,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Logística;Noite;49;40;1,22;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Tarde;52;40;1,30;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Técnico;Informação e Comunicação;Informática;Redes de Computadores;Tarde;66;40;1,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;588;40;14,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Controle e Processos Industriais;Indústria;Automação Industrial - MTec;Tarde;146;40;3,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Embu das Artes;Grande São Paulo Sul/Baixada Santista;Etec de Embu;241;Integrado;Informação e Comunicação;Informática;Redes de Computadores - MTec;Manhã;532;40;13,30;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Gestão e Negócios;Gestão;Administração;Noite;84;40;2,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Gestão e Negócios;Gestão;Logística;Noite;43;40;1,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;68;40;1,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;644;120;5,36;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Tarde;201;40;5,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ferraz de Vasconcelos;Grande São Paulo Leste;Etec de Ferraz de Vasconcelos;170;Integrado;Informação e Comunicação;Informática;Programação de Jogos Digitais - MTec;Tarde;252;40;6,30;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Técnico;Gestão e Negócios;Gestão;Administração;Noite;68;40;1,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;246;40;6,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;102;40;2,54;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;240;40;6,00;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Tarde;100;40;2,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;108;40;2,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Francisco Morato;Grande São Paulo Noroeste;Etec de Francisco Morato;231;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;128;40;3,20;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio com Itinerário Formativo de Linguagens, Ciência Humanas e Sociais;Manhã;202;40;5,05;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;85;40;2,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Gestão e Negócios;Gestão;Administração;Noite;86;40;2,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;108;40;2,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;131;40;3,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Técnico;Gestão e Negócios;Gestão;Logística;Noite;61;40;1,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;370;40;9,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Integrado;Informação e Comunicação;Informática;Informática para Internet - MTec;Manhã;405;40;10,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Tarde;92;40;2,29;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Integrado;Gestão e Negócios;Comércio;Marketing - MTec;Manhã;238;40;5,95;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Franco da Rocha;Grande São Paulo Noroeste;Etec Doutor Emílio Hernandez Aguilar;142;Integrado;Ambiente e Saúde;Meio Ambiente;Meio Ambiente - MTec;Tarde;83;40;2,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;204;40;5,09;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;281;40;7,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;995;40;24,87;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;1.352;40;33,79;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec de Guarulhos;295;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;327;40;8,17;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec Martin Luther King (EE João Crispiniano Soares);085.03 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;66;35;1,88;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec Martin Luther King (EE João Crispiniano Soares);085.03 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;40;35;1,14;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Guarulhos;Grande São Paulo Leste;Etec Professor Aprígio Gonzaga (EE Coronel Ary Gomes);034.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Comércio Exterior;Noite;59;40;1,47;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapevi;Grande São Paulo Noroeste;Etec José Miguel Soares;300;Técnico;Gestão e Negócios;Gestão;Administração;Noite;131;40;3,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapevi;Grande São Paulo Noroeste;Etec José Miguel Soares;300;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;165;40;4,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapevi;Grande São Paulo Noroeste;Etec José Miguel Soares;300;Técnico;Gestão e Negócios;Gestão;Logística;Noite;42;40;1,05;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapevi;Grande São Paulo Noroeste;Etec José Miguel Soares;300;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;467;80;5,83;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itapevi;Grande São Paulo Noroeste;Etec José Miguel Soares;300;Integrado;Gestão e Negócios;Gestão;Logística - MTec;Manhã;76;40;1,90;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Técnico;Informação e Comunicação;Informática;Informática;Noite;113;40;2,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;73;40;1,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;374;40;9,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;462;40;11,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Integrado;Turismo, Hospitalidade e Lazer;Lazer e Desenvolvimento Social;Eventos - MTec;Tarde;126;40;3,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Itaquaquecetuba;Grande São Paulo Leste;Etec de Itaquaquecetuba;249;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Tarde;151;40;3,77;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Técnico;Gestão e Negócios;Gestão;Administração;Noite;94;40;2,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Técnico;Gestão e Negócios;Gestão;Finanças;Noite;44;40;1,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;57;40;1,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;255;40;6,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Tarde;108;80;1,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Jandira;Grande São Paulo Noroeste;Etec Prefeito Braz Paschoalin;268;Integrado;Gestão e Negócios;Gestão;Recursos Humanos - MTec;Manhã;96;40;2,40;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mairiporã;Grande São Paulo Leste;Etec de Mairiporã;271;Técnico;Gestão e Negócios;Gestão;Administração;Noite;61;40;1,52;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mairiporã;Grande São Paulo Leste;Etec de Mairiporã;271;Integrado;Gestão e Negócios;Gestão;Administração - MTec-PI;Manhã e Tarde;163;40;4,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mairiporã;Grande São Paulo Leste;Etec de Mairiporã;271;Integrado;Gestão e Negócios;Gestão;Logística - MTec-PI;Manhã e Tarde;113;40;2,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Técnico;Gestão e Negócios;Gestão;Administração;Noite;121;40;3,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;210;40;5,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Técnico;Informação e Comunicação;Informática;Informática;Noite;125;40;3,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Integrado;Gestão e Negócios;Gestão;Administração - MTec;Manhã;243;40;6,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Integrado;Informação e Comunicação;Informática;Desenvolvimento de Sistemas - MTec;Manhã;409;40;10,22;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Integrado;Produção Industrial;Química;Química - MTec;Tarde;102;40;2,54;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá (EE João Paulo II);128.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;90;40;2,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá (EE João Paulo II);128.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;60;40;1,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Gestão e Negócios;Gestão;Administração;Noite;171;40;4,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Controle e Processos Industriais;Indústria;Automação Industrial;Noite;113;40;2,82;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;75;40;1,87;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;159;40;3,97;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Gestão e Negócios;Gestão;Logística;Noite;69;40;1,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;129;40;3,22;
